ReportType,FIELDName,FieldCode,OtherWaterAllocationDate,WaterBBL,WaterSuitable,WaterTreated,WaterTreatedDeOiling,WaterTreatedDisinfection,WaterTreatedDesalinization,WaterTreatedMembraneTreatment,WaterTreatedOtherTreatment,WaterinStorage,IntendedUseofWaterCode,WaterSourceName,WaterSourceType
OG110FQ,Cal Canal Gas,095,2021-07-21 16:54:07.703000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Camden,100,2021-04-13 01:58:57.020000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Camden,100,2021-07-23 14:48:40.747000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Canal,104,2021-04-28 19:24:40.167000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Canal,104,2021-05-06 21:13:18.177000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Canal,104,2021-05-07 18:01:28.750000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Canal,104,2021-07-21 16:54:07.750000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Canal,104,2021-07-30 16:05:15.660000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Canal,104,2021-07-31 02:07:45.633000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Canfield Ranch,106,2021-05-07 18:01:28.800000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Canfield Ranch,106,2021-07-21 16:54:07.800000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Canfield Ranch,106,2021-08-06 01:43:59.803000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Casmalia,122,2021-04-15 18:21:53.863000000,678815,No,,No,No,No,No,No,No,05,,
OG110FQ,Casmalia,122,2021-04-16 18:44:36.717000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Casmalia,122,2021-07-16 17:15:49.730000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Casmalia,122,2021-07-18 16:35:32.927000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Castaic Hills,124,2021-05-06 21:13:18.233000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Castaic Hills,124,2021-07-30 16:05:15.720000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Cat Canyon,128,2021-04-16 18:44:36.780000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Cat Canyon,128,2021-04-28 13:43:33.860000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Cat Canyon,128,2021-07-18 16:35:32.973000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Cat Canyon,128,2021-08-02 13:30:33.923000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Chico-Martinez,140,2021-06-14 20:14:57.190000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Chico-Martinez,140,2021-07-12 20:57:07.457000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Cienaga Canyon,146,2021-04-30 20:18:48.410000000,270,No,,Yes,No,No,No,No,No,05,,
OG110FQ,Cienaga Canyon,146,2021-04-30 20:18:48.410000000,981,No,,No,No,No,No,No,No,07,,
OG110FQ,Cienaga Canyon,146,2021-04-30 20:18:48.410000000,981,No,,Yes,No,No,No,No,No,07,,
OG110FQ,Cienaga Canyon,146,2021-08-01 03:32:30.467000000,90,No,,Yes,No,No,No,No,No,05,,
OG110FQ,Cienaga Canyon,146,2021-08-01 03:32:30.467000000,981,No,,No,No,No,No,No,No,07,,
OG110FQ,Cienaga Canyon,146,2021-08-01 03:32:30.467000000,981,No,,Yes,No,No,No,No,No,07,,
OG110FQ,Coalinga,150,2021-04-28 13:43:33.910000000,250,Yes,,No,No,No,No,No,No,08,,
OG110FQ,Coalinga,150,2021-04-28 13:43:33.910000000,35000,No,,No,No,Yes,No,No,No,05,,
OG110FQ,Coalinga,150,2021-04-28 13:43:33.910000000,35000,No,,Yes,No,No,No,No,No,05,,
OG110FQ,Coalinga,150,2021-05-21 00:23:26.287000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Coalinga,150,2021-08-02 13:30:33.980000000,250,Yes,,No,No,No,No,No,No,08,,
OG110FQ,Coalinga,150,2021-08-02 13:30:33.980000000,35000,No,,No,No,Yes,No,No,No,05,,
OG110FQ,Coalinga,150,2021-08-02 13:30:33.980000000,35000,No,,Yes,No,No,No,No,No,05,,
OG110FQ,Coalinga,150,2021-08-17 02:19:40.577000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Coles Levee  South,158,2021-04-15 18:21:53.910000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Coles Levee  South,158,2021-07-16 17:15:49.760000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Cymric,190,2021-04-22 18:54:18.157000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Cymric,190,2021-04-22 19:59:07.387000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Cymric,190,2021-04-28 13:43:33.987000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Cymric,190,2021-04-30 20:18:48.543000000,90,No,,Yes,No,No,No,No,No,05,,
OG110FQ,Cymric,190,2021-04-30 20:18:48.543000000,3313,No,,Yes,No,No,No,No,No,06,,
OG110FQ,Cymric,190,2021-05-03 16:54:59.597000000,14981,Yes,,No,No,No,No,No,No,12,,
OG110FQ,Cymric,190,2021-07-30 18:32:45.060000000,27107,Yes,,No,No,No,No,No,No,12,,
OG110FQ,Cymric,190,2021-08-01 03:32:30.540000000,90,No,,Yes,No,No,No,No,No,05,,
OG110FQ,Cymric,190,2021-08-01 03:32:30.540000000,3313,No,,Yes,No,No,No,No,No,06,,
OG110FQ,Cymric,190,2021-08-02 13:30:34.070000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Cymric,190,2021-08-02 19:26:30.603000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Cymric,190,2021-08-02 22:09:39.743000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Cymric,190,2021-08-08 21:12:00.877000000,122645,No,,Yes,No,No,No,No,No,,,
OG110FQ,Cymric,190,2021-08-08 21:29:16.743000000,126220,No,,Yes,No,No,No,No,No,,,
OG110FQ,Deer Creek,194,2021-04-02 17:29:33.063000000,99380,No,,Yes,No,No,No,No,No,01,,
OG110FQ,Deer Creek,194,2021-07-02 16:00:29.783000000,110174,No,,Yes,No,No,No,No,No,01,,
OG110FQ,Devils Den,204,2021-07-12 20:30:50.027000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Devils Den,204,2021-07-27 20:17:44.817000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Edison,222,2021-04-02 18:28:51.437000000,33075,No,,Yes,No,No,No,No,No,01,,
OG110FQ,Edison,222,2021-04-16 19:44:40.290000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Edison,222,2021-04-29 04:32:16.633000000,728,No,,Yes,No,No,No,No,No,07,,
OG110FQ,Edison,222,2021-06-28 17:37:44.323000000,900,No,,No,No,No,No,No,No,05,,
OG110FQ,Edison,222,2021-06-28 18:43:03.257000000,900,No,,No,No,No,No,No,No,06,,
OG110FQ,Edison,222,2021-07-12 20:30:50.120000000,50941,No,,Yes,No,No,No,No,No,05,,
OG110FQ,Edison,222,2021-07-21 21:14:52.617000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Edison,222,2021-07-27 20:17:44.847000000,82847,No,,Yes,No,No,No,No,No,05,,
OG110FQ,Edison,222,2021-07-31 03:25:15.337000000,810,No,,Yes,No,No,No,No,No,07,,
OG110FQ,Edison  Northeast,224,2021-07-12 20:30:50.167000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Edison  Northeast,224,2021-07-27 20:17:44.893000000,,No,,No,No,No,No,No,No,,,
OG110FQ,El Segundo,232,2021-05-18 16:27:29.487000000,8900,No,,Yes,No,No,No,No,No,05,,
OG110FQ,Elk Hills,228,2021-04-28 13:43:34.033000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Elk Hills,228,2021-08-02 13:30:34.110000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Esperanza,240,2021-05-30 04:02:15.107000000,1260,No,,No,No,No,No,No,No,04,,
OG110FQ,Esperanza,240,2021-08-18 00:02:09.670000000,1080,No,,No,No,No,No,No,No,04,,
OG110FQ,Fruitvale,256,2021-04-01 15:43:13.957000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Fruitvale,256,2021-04-20 23:23:20.177000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Fruitvale,256,2021-05-07 18:01:28.847000000,7339,No,,Yes,No,No,No,No,No,05,,
OG110FQ,Fruitvale,256,2021-05-20 16:04:27.640000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Fruitvale,256,2021-07-06 16:23:20.703000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Fruitvale,256,2021-07-12 20:30:50.230000000,91408,No,,Yes,No,No,No,No,No,05,,
OG110FQ,Fruitvale,256,2021-07-21 16:54:07.847000000,7868,No,,Yes,No,No,No,No,No,05,,
OG110FQ,Fruitvale,256,2021-07-27 20:17:44.927000000,117901,No,,Yes,No,No,No,No,No,05,,
OG110FQ,Fruitvale,256,2021-08-30 16:49:14.430000000,3894,No,,Yes,No,No,No,No,No,05,,
OG110FQ,Gill Ranch Gas,266,2021-04-09 18:42:23.160000000,1887,No,,No,No,No,No,No,No,05,,
OG110FQ,Gill Ranch Gas,266,2021-05-03 18:19:56.397000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Gill Ranch Gas,266,2021-07-20 20:26:13.277000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Gill Ranch Gas,266,2021-07-31 15:24:54.593000000,671,No,,No,No,No,No,No,No,05,,
OG110FQ,Greeley,280,2021-05-06 21:13:18.277000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Greeley,280,2021-07-30 16:05:15.780000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Hasley Canyon,298,2021-05-06 21:13:18.320000000,2094,No,,Yes,No,No,No,No,No,05,,
OG110FQ,Hasley Canyon,298,2021-07-30 16:05:15.840000000,1848,No,,Yes,No,No,No,No,No,05,,
OG110FQ,Helm,300,2021-05-06 21:13:18.367000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Helm,300,2021-07-30 16:05:15.893000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Holser,304,2021-05-12 17:27:31.903000000,2641,No,,No,No,No,No,Yes,No,,,
OG110FQ,Holser,304,2021-05-12 17:27:31.903000000,2641,No,,Yes,No,No,No,No,No,,,
OG110FQ,Holser,304,2021-06-30 21:26:24.797000000,2368,No,,No,No,No,No,Yes,No,,,
OG110FQ,Holser,304,2021-06-30 21:26:24.797000000,2368,No,,Yes,No,No,No,No,No,,,
OG110FQ,Honor Rancho,308,2021-05-13 02:59:34.677000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Honor Rancho,308,2021-07-30 21:03:47.290000000,36812,Yes,,No,No,No,No,No,No,,,
OG110FQ,Honor Rancho,308,2021-08-09 20:29:28.013000000,36474,Yes,,No,No,No,No,No,No,,,
OG110FQ,Howard Townsite,316,2021-04-30 22:33:58.280000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Howard Townsite,316,2021-07-30 22:17:53.133000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Huntington Beach,320,2021-04-26 20:02:27.530000000,400,No,,Yes,No,No,No,No,No,04,,
OG110FQ,Huntington Beach,320,2021-04-26 23:14:27.733000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Huntington Beach,320,2021-07-26 21:05:27.667000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Huntington Beach,320,2021-07-27 19:24:29.540000000,400,No,,Yes,No,No,No,No,No,04,,
OG110FQ,Jacalitos,326,2021-04-22 23:24:38.090000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Jacalitos,326,2021-04-30 20:18:48.663000000,540,No,,Yes,No,No,No,No,No,05,,
OG110FQ,Jacalitos,326,2021-04-30 20:18:48.663000000,7315,No,,No,No,No,No,No,No,05,,
OG110FQ,Jacalitos,326,2021-04-30 20:18:48.663000000,7315,No,,Yes,No,No,No,No,No,05,,
OG110FQ,Jacalitos,326,2021-07-21 23:06:32.607000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Jacalitos,326,2021-08-01 03:32:30.637000000,7315,No,,No,No,No,No,No,No,05,,
OG110FQ,Jacalitos,326,2021-08-01 03:32:30.637000000,7315,No,,Yes,No,No,No,No,No,05,,
OG110FQ,Jasmin,328,2021-07-12 20:30:50.277000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Jasmin,328,2021-07-27 20:17:44.973000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Kern Bluff,336,2021-04-02 18:28:51.483000000,34575,No,,Yes,No,No,No,No,No,01,,
OG110FQ,Kern Bluff,336,2021-04-22 18:29:00.970000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Kern Bluff,336,2021-05-20 16:04:27.700000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Kern Bluff,336,2021-08-02 20:32:33.923000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Kern Front,338,2021-04-16 19:44:40.340000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Kern Front,338,2021-04-22 19:59:07.430000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Kern Front,338,2021-04-22 23:24:38.140000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Kern Front,338,2021-07-21 21:14:52.663000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Kern Front,338,2021-07-21 23:06:32.653000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Kern Front,338,2021-08-02 22:09:39.793000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Kern River,340,2021-04-28 19:44:41.460000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Kern River,340,2021-07-15 20:16:20.257000000,,No,,No,No,No,No,No,No,,,
OG110FQ,King Island Gas,351,2021-04-29 21:14:04.063000000,,No,,No,No,No,No,No,No,,,
OG110FQ,King Island Gas,351,2021-07-30 00:14:22.300000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Kirby Hill Gas,352,2021-04-29 22:14:08.063000000,10,No,,No,No,No,No,No,No,06,,
OG110FQ,Kirby Hill Gas,352,2021-07-29 22:41:26.373000000,10,No,,No,No,No,No,No,No,06,,
OG110FQ,La Goleta Gas,368,2021-07-30 21:03:47.357000000,4452,Yes,,No,No,No,No,No,No,,,
OG110FQ,La Goleta Gas,368,2021-08-09 20:29:28.073000000,5058,Yes,,No,No,No,No,No,No,,,
OG110FQ,Lodi Gas,408,2021-04-29 22:14:08.120000000,2064,No,,No,Yes,No,No,No,No,05,,
OG110FQ,Lodi Gas,408,2021-07-29 22:41:26.437000000,2255,No,,No,Yes,No,No,No,No,05,,
OG110FQ,Lompoc,410,2021-05-03 16:54:59.733000000,365,Yes,,No,No,No,No,No,No,09,,
OG110FQ,Lompoc,410,2021-07-30 18:32:45.263000000,401,Yes,,No,No,No,No,No,No,09,,
OG110FQ,Long Beach,412,2021-04-26 18:52:37.693000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Long Beach,412,2021-04-28 17:59:50.087000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Long Beach,412,2021-05-18 16:27:29.553000000,1700,No,,Yes,No,No,No,No,No,04,,
OG110FQ,Long Beach,412,2021-07-28 16:32:52.783000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Long Beach,412,2021-07-29 13:47:06.613000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Long Beach Airport,414,2021-04-28 17:59:50.137000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Long Beach Airport,414,2021-07-29 13:47:06.660000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Los Alamos,420,2021-04-15 18:21:53.957000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Los Alamos,420,2021-07-16 17:15:49.810000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Los Angeles  East,426,2021-04-19 16:17:34.350000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Los Angeles  East,426,2021-07-19 14:28:03.517000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Los Medanos Gas,430,2021-04-29 21:14:04.117000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Los Medanos Gas,430,2021-07-30 00:14:22.347000000,895,Yes,,No,No,No,No,Yes,No,12,,
OG110FQ,Lost Hills,432,2021-04-28 13:43:34.080000000,9700,Yes,,No,Yes,No,No,No,No,08,,
OG110FQ,Lost Hills,432,2021-04-28 13:43:34.080000000,36340,No,,No,No,Yes,No,No,No,05,,
OG110FQ,Lost Hills,432,2021-04-28 13:43:34.080000000,36340,No,,Yes,No,No,No,No,No,05,,
OG110FQ,Lost Hills,432,2021-05-06 21:13:18.410000000,1177497,Yes,,No,No,No,No,No,No,05,,06
OG110FQ,Lost Hills,432,2021-07-30 16:05:15.947000000,1273747,Yes,,No,No,No,No,No,No,05,,06
OG110FQ,Lost Hills,432,2021-08-02 13:30:34.163000000,9700,Yes,,No,Yes,No,No,No,No,08,,
OG110FQ,Lost Hills,432,2021-08-02 13:30:34.163000000,36340,No,,No,No,Yes,No,No,No,05,,
OG110FQ,Lost Hills,432,2021-08-02 13:30:34.163000000,36340,No,,Yes,No,No,No,No,No,05,,
OG110FQ,Lost Hills  Northwest,434,2021-04-30 20:18:48.720000000,16,No,,Yes,No,No,No,No,No,07,,
OG110FQ,Lost Hills  Northwest,434,2021-05-06 21:13:18.457000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Lost Hills  Northwest,434,2021-07-30 16:05:16.023000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Lost Hills  Northwest,434,2021-08-01 03:32:30.710000000,16,No,,Yes,No,No,No,No,No,07,,
OG110FQ,Lost Hills  Northwest,434,2021-08-01 03:32:30.710000000,90,No,,Yes,No,No,No,No,No,05,,
OG110FQ,McCool Ranch,448,2021-04-22 23:24:38.190000000,,No,,No,No,No,No,No,No,,,
OG110FQ,McCool Ranch,448,2021-07-21 23:06:32.700000000,,No,,No,No,No,No,No,No,,,
OG110FQ,McDonald Anticline,450,2021-04-04 19:05:06.677000000,262,No,,Yes,No,No,No,No,No,01,,
OG110FQ,McDonald Anticline,450,2021-06-14 20:14:57.247000000,,No,,No,No,No,No,No,No,,,
OG110FQ,McDonald Anticline,450,2021-07-01 21:15:43.370000000,345,No,,Yes,No,No,No,No,No,01,,
OG110FQ,McDonald Anticline,450,2021-07-12 20:57:07.503000000,,No,,No,No,No,No,No,No,,,
OG110FQ,McDonald Island Gas,452,2021-04-29 21:14:04.167000000,1205,Yes,,No,No,No,No,Yes,No,12,,
OG110FQ,McDonald Island Gas,452,2021-07-30 00:14:22.377000000,9565,Yes,,No,No,No,No,Yes,No,12,,
OG110FQ,McKittrick,454,2021-04-28 13:43:34.130000000,,No,,No,No,No,No,No,No,,,
OG110FQ,McKittrick,454,2021-05-03 16:54:59.780000000,1910,Yes,,No,No,No,No,No,No,12,,
OG110FQ,McKittrick,454,2021-08-02 13:30:34.220000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Midway-Sunset,464,2021-04-15 18:39:54.850000000,3197632,No,,No,No,No,No,Yes,No,01,,
OG110FQ,Midway-Sunset,464,2021-04-15 18:39:54.850000000,3197632,No,,Yes,No,No,No,No,No,01,,
OG110FQ,Midway-Sunset,464,2021-04-22 17:54:30.293000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Midway-Sunset,464,2021-04-22 19:59:07.470000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Midway-Sunset,464,2021-04-22 20:12:08.360000000,,No,,No,No,No,No,No,No,,,
OG110FQ,Midway-Sunset,464,2021-04-28 13:43:34.187000000,1300,Yes,,No,No,No,No,No,No,08,,
OG110FQ,Midway-Sunset,464,2021-04-28 13:43:34.187000000,151130,No,,No,No,Yes,No,No,No,05,,
OG110FQ,Midway-Sunset,464,2021-04-28 13:43:34.187000000,151130,No,,Yes,No,No,No,No,No,05,,
