,Facility Id,FRS Id,Facility Name,City,State,Primary NAICS Code,Reporting Year,Industry Type (subparts),Industry Type (sectors),Unit Name,Unit Type,Unit Reporting Method,Unit Maximum Rated Heat Input Capacity (mmBTU/hr),Unit CO2 emissions (non-biogenic) ,Unit Methane (CH4) emissions ,Unit Nitrous Oxide (N2O) emissions ,Unit Biogenic CO2 emissions (metric tons),City2,Zip Code,Address,County,Latitude,Longitude,Cement Production,Industry Type (subparts)2,Industry Type (sectors)2
10,1006845,110043799752.0,Aera Energy Belridge,McKittrick,CA,211120,2019,C,Petroleum and Natural Gas Systems,CP-BL-04,OCS (Other combustion source),Tier1/2/3,62.5,20297.3,9.5,11.324,0.0,McKittrick,93251,59231 Main Camp Road,KERN COUNTY,35.45306,-119.719337,,C,Petroleum and Natural Gas Systems
11,1006845,110043799752.0,Aera Energy Belridge,McKittrick,CA,211120,2019,C,Petroleum and Natural Gas Systems,CP-BL-05,OCS (Other combustion source),Tier1/2/3,62.5,9281.4,4.25,5.066,0.0,McKittrick,93251,59231 Main Camp Road,KERN COUNTY,35.45306,-119.719337,,C,Petroleum and Natural Gas Systems
12,1006845,110043799752.0,Aera Energy Belridge,McKittrick,CA,211120,2019,C,Petroleum and Natural Gas Systems,CP-BL-09,OCS (Other combustion source),Tier1/2/3,200.0,247511.3,116.5,138.868,0.0,McKittrick,93251,59231 Main Camp Road,KERN COUNTY,35.45306,-119.719337,,C,Petroleum and Natural Gas Systems
13,1006845,110043799752.0,Aera Energy Belridge,McKittrick,CA,211120,2019,C,Petroleum and Natural Gas Systems,CP-BL-22,OCS (Other combustion source),Tier1/2/3,85.0,220861.4,104.0,123.968,0.0,McKittrick,93251,59231 Main Camp Road,KERN COUNTY,35.45306,-119.719337,,C,Petroleum and Natural Gas Systems
14,1006845,110043799752.0,Aera Energy Belridge,McKittrick,CA,211120,2019,C,Petroleum and Natural Gas Systems,CP-BL-23,OCS (Other combustion source),Tier1/2/3,62.5,94570.2,44.5,53.044,0.0,McKittrick,93251,59231 Main Camp Road,KERN COUNTY,35.45306,-119.719337,,C,Petroleum and Natural Gas Systems
15,1006845,110043799752.0,Aera Energy Belridge,McKittrick,CA,211120,2019,C,Petroleum and Natural Gas Systems,CP-BL-24,OCS (Other combustion source),Tier1/2/3,85.0,321185.2,151.25,180.29,0.0,McKittrick,93251,59231 Main Camp Road,KERN COUNTY,35.45306,-119.719337,,C,Petroleum and Natural Gas Systems
16,1006845,110043799752.0,Aera Energy Belridge,McKittrick,CA,211120,2019,C,Petroleum and Natural Gas Systems,CP-BL-26,OCS (Other combustion source),Tier1/2/3,62.5,106179.6,50.0,59.6,0.0,McKittrick,93251,59231 Main Camp Road,KERN COUNTY,35.45306,-119.719337,,C,Petroleum and Natural Gas Systems
17,1006845,110043799752.0,Aera Energy Belridge,McKittrick,CA,211120,2019,C,Petroleum and Natural Gas Systems,CP-BL-27,OCS (Other combustion source),Tier1/2/3,62.5,51067.4,24.0,28.608,0.0,McKittrick,93251,59231 Main Camp Road,KERN COUNTY,35.45306,-119.719337,,C,Petroleum and Natural Gas Systems
18,1006845,110043799752.0,Aera Energy Belridge,McKittrick,CA,211120,2019,C,Petroleum and Natural Gas Systems,GP-Beridge Propane,OCS (Other combustion source),Tier1/2/3,0.636108,1.3,0.0,0.0,0.0,McKittrick,93251,59231 Main Camp Road,KERN COUNTY,35.45306,-119.719337,,C,Petroleum and Natural Gas Systems
19,1006845,110043799752.0,Aera Energy Belridge,McKittrick,CA,211120,2019,C,Petroleum and Natural Gas Systems,GP-BL-04,OCS (Other combustion source),Tier1/2/3,62.5,386093.1,182.0,216.944,0.0,McKittrick,93251,59231 Main Camp Road,KERN COUNTY,35.45306,-119.719337,,C,Petroleum and Natural Gas Systems
20,1006845,110043799752.0,Aera Energy Belridge,McKittrick,CA,211120,2019,C,Petroleum and Natural Gas Systems,GP-BL-07,OCS (Other combustion source),Tier1/2/3,62.5,45730.7,21.5,25.628,0.0,McKittrick,93251,59231 Main Camp Road,KERN COUNTY,35.45306,-119.719337,,C,Petroleum and Natural Gas Systems
21,1003702,110043802757.0,Aera Energy Buena Fe,Maricopa,CA,211120,2019,C,Petroleum and Natural Gas Systems,CP-BF-01,OCS (Other combustion source),Tier1/2/3,62.5,19904.1,9.5,11.324,0.0,Maricopa,93252,29235 Highway 33,KERN COUNTY,35.09233,-119.407371,,C,Petroleum and Natural Gas Systems
22,1002315,110043797308.0,Aera Energy Calso,McKittrick,CA,211120,2019,C,Petroleum and Natural Gas Systems,CP-Calso-01,OCS (Other combustion source),Tier1/2/3,62.5,27883.6,13.25,15.794,0.0,McKittrick,93251,59231 Main Camp Road,KERN COUNTY,35.299879,-119.742604,,C,Petroleum and Natural Gas Systems
23,1006405,110010484911.0,Aera Energy Coalinga,Coalinga,CA,211120,2019,C,Petroleum and Natural Gas Systems,Coalinga Office,CH (Comfort heater),Tier1/2/3,0.09,104.2,0.0,0.0,0.0,Coalinga,93210,29010 Shell Road,FRESNO COUNTY,36.24005,-120.32416,,C,Petroleum and Natural Gas Systems
24,1006405,110010484911.0,Aera Energy Coalinga,Coalinga,CA,211120,2019,C,Petroleum and Natural Gas Systems,CP-CG-01,OCS (Other combustion source),Tier1/2/3,62.5,176554.7,83.25,99.234,0.0,Coalinga,93210,29010 Shell Road,FRESNO COUNTY,36.24005,-120.32416,,C,Petroleum and Natural Gas Systems
25,1006405,110010484911.0,Aera Energy Coalinga,Coalinga,CA,211120,2019,C,Petroleum and Natural Gas Systems,CP-CG-02,OCS (Other combustion source),Tier1/2/3,52.7,40312.2,19.0,22.648,0.0,Coalinga,93210,29010 Shell Road,FRESNO COUNTY,36.24005,-120.32416,,C,Petroleum and Natural Gas Systems
26,1006405,110010484911.0,Aera Energy Coalinga,Coalinga,CA,211120,2019,C,Petroleum and Natural Gas Systems,CP-CG-03,OCS (Other combustion source),Tier1/2/3,62.5,2629.5,1.25,1.49,0.0,Coalinga,93210,29010 Shell Road,FRESNO COUNTY,36.24005,-120.32416,,C,Petroleum and Natural Gas Systems
27,1012480,,Aera Energy Lockwood,Maricopa,CA,211120,2019,C,Petroleum and Natural Gas Systems,CP-Lockwood-01,OCS (Other combustion source),Tier1/2/3,62.5,12177.5,5.75,6.854,0.0,Maricopa,93525,29235 Highway 33,,35.0892,-119.4069,,C,Petroleum and Natural Gas Systems
28,1012480,,Aera Energy Lockwood,Maricopa,CA,211120,2019,C,Petroleum and Natural Gas Systems,SG A-1_Waste,"OB (Boiler, other)",Tier1/2/3,62.5,186.1,0.0,0.0,0.0,Maricopa,93525,29235 Highway 33,,35.0892,-119.4069,,C,Petroleum and Natural Gas Systems
29,1005790,110043793543.0,Aera Energy Lost Hills,McKittrick,CA,211120,2019,C,Petroleum and Natural Gas Systems,CP-LH-01,OCS (Other combustion source),Tier1/2/3,62.5,122680.7,57.75,68.838,0.0,McKittrick,93251,59231 Main Camp Road,KERN COUNTY,35.299879,-119.742604,,C,Petroleum and Natural Gas Systems
30,1005790,110043793543.0,Aera Energy Lost Hills,McKittrick,CA,211120,2019,C,Petroleum and Natural Gas Systems,CP-LH-02,OCS (Other combustion source),Tier1/2/3,62.5,3944.3,1.75,2.086,0.0,McKittrick,93251,59231 Main Camp Road,KERN COUNTY,35.299879,-119.742604,,C,Petroleum and Natural Gas Systems
31,1005790,110043793543.0,Aera Energy Lost Hills,McKittrick,CA,211120,2019,C,Petroleum and Natural Gas Systems,CP-LH-04,OCS (Other combustion source),Tier1/2/3,48.7,39421.1,18.5,22.052,0.0,McKittrick,93251,59231 Main Camp Road,KERN COUNTY,35.299879,-119.742604,,C,Petroleum and Natural Gas Systems
32,1005790,110043793543.0,Aera Energy Lost Hills,McKittrick,CA,211120,2019,C,Petroleum and Natural Gas Systems,CP-LH-07,OCS (Other combustion source),Tier1/2/3,62.5,41525.7,19.5,23.244,0.0,McKittrick,93251,59231 Main Camp Road,KERN COUNTY,35.299879,-119.742604,,C,Petroleum and Natural Gas Systems
33,1005790,110043793543.0,Aera Energy Lost Hills,McKittrick,CA,211120,2019,C,Petroleum and Natural Gas Systems,LH2 Office,CH (Comfort heater),Tier1/2/3,0.216,12.0,0.0,0.0,0.0,McKittrick,93251,59231 Main Camp Road,KERN COUNTY,35.299879,-119.742604,,C,Petroleum and Natural Gas Systems
34,1005635,110043802793.0,Aera Energy Metson,Maricopa,CA,211120,2019,C,Petroleum and Natural Gas Systems,CP-Metson-01,OCS (Other combustion source),Tier1/2/3,62.5,38157.9,18.0,21.456,0.0,Maricopa,93252,29235 Highway 33,KERN COUNTY,35.09233,-119.407371,,C,Petroleum and Natural Gas Systems
35,1005635,110043802793.0,Aera Energy Metson,Maricopa,CA,211120,2019,C,Petroleum and Natural Gas Systems,CP-Metson-02,OCS (Other combustion source),Tier1/2/3,62.5,8645.2,4.0,4.768,0.0,Maricopa,93252,29235 Highway 33,KERN COUNTY,35.09233,-119.407371,,C,Petroleum and Natural Gas Systems
36,1006914,110043793552.0,Aera Energy MOCO,Maricopa,CA,211120,2019,C,Petroleum and Natural Gas Systems,CP-MOCO D&E-05,OCS (Other combustion source),Tier1/2/3,62.5,9171.1,4.25,5.066,0.0,Maricopa,93252,29235 Highway 33,KERN COUNTY,35.09233,-119.407371,,C,Petroleum and Natural Gas Systems
37,1006914,110043793552.0,Aera Energy MOCO,Maricopa,CA,211120,2019,C,Petroleum and Natural Gas Systems,CP-MOCO D&E-07,OCS (Other combustion source),Tier1/2/3,62.5,16.6,0.0,0.0,0.0,Maricopa,93252,29235 Highway 33,KERN COUNTY,35.09233,-119.407371,,C,Petroleum and Natural Gas Systems
38,1006914,110043793552.0,Aera Energy MOCO,Maricopa,CA,211120,2019,C,Petroleum and Natural Gas Systems,CP-MOCOD&E-08,OCS (Other combustion source),Tier1/2/3,62.5,19960.5,9.5,11.324,0.0,Maricopa,93252,29235 Highway 33,KERN COUNTY,35.09233,-119.407371,,C,Petroleum and Natural Gas Systems
39,1006914,110043793552.0,Aera Energy MOCO,Maricopa,CA,211120,2019,C,Petroleum and Natural Gas Systems,CP-MOCOD&E-09,OCS (Other combustion source),Tier1/2/3,62.5,129325.2,61.0,72.712,0.0,Maricopa,93252,29235 Highway 33,KERN COUNTY,35.09233,-119.407371,,C,Petroleum and Natural Gas Systems
40,1006914,110043793552.0,Aera Energy MOCO,Maricopa,CA,211120,2019,C,Petroleum and Natural Gas Systems,CP-MOCOD&E-10,OCS (Other combustion source),Tier1/2/3,62.5,49344.7,23.25,27.714,0.0,Maricopa,93252,29235 Highway 33,KERN COUNTY,35.09233,-119.407371,,C,Petroleum and Natural Gas Systems
41,1006914,110043793552.0,Aera Energy MOCO,Maricopa,CA,211120,2019,C,Petroleum and Natural Gas Systems,CP-MOCOD&E-11,OCS (Other combustion source),Tier1/2/3,62.5,43923.3,20.75,24.734,0.0,Maricopa,93252,29235 Highway 33,KERN COUNTY,35.09233,-119.407371,,C,Petroleum and Natural Gas Systems
42,1006914,110043793552.0,Aera Energy MOCO,Maricopa,CA,211120,2019,C,Petroleum and Natural Gas Systems,South Midway Office,CH (Comfort heater),Tier1/2/3,0.105,37.7,0.0,0.0,0.0,Maricopa,93252,29235 Highway 33,KERN COUNTY,35.09233,-119.407371,,C,Petroleum and Natural Gas Systems
43,1012475,,Aera Energy Penn Zier,Coalinga,CA,211120,2019,C,Petroleum and Natural Gas Systems,CP-PZ-01,OCS (Other combustion source),Tier1/2/3,85.0,67487.0,31.75,37.846,0.0,Coalinga,93210,29010 Shell Road,,36.2615718,-120.4357631,,C,Petroleum and Natural Gas Systems
44,1006846,110043802203.0,Aera Energy San Ardo,San Ardo,CA,211120,2019,C,Petroleum and Natural Gas Systems,CP-SA-01,OCS (Other combustion source),Tier1/2/3,85.0,111925.5,52.75,62.878,0.0,San Ardo,93450,66893 Sargent Road,MONTEREY COUNTY,35.954969,-120.864089,,C,Petroleum and Natural Gas Systems
45,1006846,110043802203.0,Aera Energy San Ardo,San Ardo,CA,211120,2019,C,Petroleum and Natural Gas Systems,CP-SA-03,OCS (Other combustion source),Tier1/2/3,62.5,21419.8,10.0,11.92,0.0,San Ardo,93450,66893 Sargent Road,MONTEREY COUNTY,35.954969,-120.864089,,C,Petroleum and Natural Gas Systems
46,1006846,110043802203.0,Aera Energy San Ardo,San Ardo,CA,211120,2019,C,Petroleum and Natural Gas Systems,CP-SA-04,OCS (Other combustion source),Tier1/2/3,85.0,267237.1,126.0,150.192,0.0,San Ardo,93450,66893 Sargent Road,MONTEREY COUNTY,35.954969,-120.864089,,C,Petroleum and Natural Gas Systems
47,1001444,110043796684.0,AES Alamitos,LONG BEACH,CA,221112,2019,"C,D",Power Plants,1,Electricity Generator,"Tier4, Alt-P75 or P75",,30862.8,14.25,17.88,0.0,LONG BEACH,90803,690 N STUDEBAKER ROAD,Los Angeles,33.7688,-118.1009,,"C,D",Power Plants
48,1001444,110043796684.0,AES Alamitos,LONG BEACH,CA,221112,2019,"C,D",Power Plants,2,Electricity Generator,"Tier4, Alt-P75 or P75",,51088.5,23.75,29.8,0.0,LONG BEACH,90803,690 N STUDEBAKER ROAD,Los Angeles,33.7688,-118.1009,,"C,D",Power Plants
49,1001444,110043796684.0,AES Alamitos,LONG BEACH,CA,221112,2019,"C,D",Power Plants,3,Electricity Generator,"Tier4, Alt-P75 or P75",,112105.3,52.0,62.58,0.0,LONG BEACH,90803,690 N STUDEBAKER ROAD,Los Angeles,33.7688,-118.1009,,"C,D",Power Plants
50,1001444,110043796684.0,AES Alamitos,LONG BEACH,CA,221112,2019,"C,D",Power Plants,4,Electricity Generator,"Tier4, Alt-P75 or P75",,117253.8,54.5,65.56,0.0,LONG BEACH,90803,690 N STUDEBAKER ROAD,Los Angeles,33.7688,-118.1009,,"C,D",Power Plants
51,1001444,110043796684.0,AES Alamitos,LONG BEACH,CA,221112,2019,"C,D",Power Plants,5,Electricity Generator,"Tier4, Alt-P75 or P75",,34871.6,16.25,20.86,0.0,LONG BEACH,90803,690 N STUDEBAKER ROAD,Los Angeles,33.7688,-118.1009,,"C,D",Power Plants
52,1001444,110043796684.0,AES Alamitos,LONG BEACH,CA,221112,2019,"C,D",Power Plants,6,Electricity Generator,"Tier4, Alt-P75 or P75",,95938.9,44.5,53.64,0.0,LONG BEACH,90803,690 N STUDEBAKER ROAD,Los Angeles,33.7688,-118.1009,,"C,D",Power Plants
53,1001444,110043796684.0,AES Alamitos,LONG BEACH,CA,221112,2019,"C,D",Power Plants,Auxiliary Boiler,"OB (Boiler, other)",Tier1/2/3,70.8,1092.2,0.5,0.596,0.0,LONG BEACH,90803,690 N STUDEBAKER ROAD,Los Angeles,33.7688,-118.1009,,"C,D",Power Plants
54,1001444,110043796684.0,AES Alamitos,LONG BEACH,CA,221112,2019,"C,D",Power Plants,CTG 1A,"CCCT (CC (Turbine, combined cycle))",Tier1/2/3,2275.0,47509.6,22.5,26.82,0.0,LONG BEACH,90803,690 N STUDEBAKER ROAD,Los Angeles,33.7688,-118.1009,,"C,D",Power Plants
55,1001444,110043796684.0,AES Alamitos,LONG BEACH,CA,221112,2019,"C,D",Power Plants,CTG 1B,"CCCT (CC (Turbine, combined cycle))",Tier1/2/3,2275.0,40635.8,19.25,22.946,0.0,LONG BEACH,90803,690 N STUDEBAKER ROAD,Los Angeles,33.7688,-118.1009,,"C,D",Power Plants
56,1001447,110043797683.0,AES Huntington Beach,HUNTINGTON BEACH,CA,221112,2019,"C,D",Power Plants,1,Electricity Generator,"Tier4, Alt-P75 or P75",,97270.5,45.0,53.64,0.0,HUNTINGTON BEACH,92646,21730 NEWLAND ST,Orange,33.6436,-117.9788,,"C,D",Power Plants
57,1001447,110043797683.0,AES Huntington Beach,HUNTINGTON BEACH,CA,221112,2019,"C,D",Power Plants,2,Electricity Generator,"Tier4, Alt-P75 or P75",,53017.7,24.5,29.8,0.0,HUNTINGTON BEACH,92646,21730 NEWLAND ST,Orange,33.6436,-117.9788,,"C,D",Power Plants
58,1001447,110043797683.0,AES Huntington Beach,HUNTINGTON BEACH,CA,221112,2019,"C,D",Power Plants,Auxiliary Boiler,"OB (Boiler, other)",Tier1/2/3,71.0,1021.8,0.5,0.596,0.0,HUNTINGTON BEACH,92646,21730 NEWLAND ST,Orange,33.6436,-117.9788,,"C,D",Power Plants
59,1001447,110043797683.0,AES Huntington Beach,HUNTINGTON BEACH,CA,221112,2019,"C,D",Power Plants,CTG 1A,"CCCT (CC (Turbine, combined cycle))",Tier1/2/3,2273.0,51725.1,24.25,28.906,0.0,HUNTINGTON BEACH,92646,21730 NEWLAND ST,Orange,33.6436,-117.9788,,"C,D",Power Plants
60,1001447,110043797683.0,AES Huntington Beach,HUNTINGTON BEACH,CA,221112,2019,"C,D",Power Plants,CTG 1B,"CCCT (CC (Turbine, combined cycle))",Tier1/2/3,2273.0,52693.0,24.75,29.502,0.0,HUNTINGTON BEACH,92646,21730 NEWLAND ST,Orange,33.6436,-117.9788,,"C,D",Power Plants
61,1001450,110014322170.0,AES Redondo Beach,REDONDO BEACH,CA,221112,2019,D,Power Plants,5,Electricity Generator,"Tier4, Alt-P75 or P75",,37047.7,17.25,20.86,0.0,REDONDO BEACH,90277,1100 N HARBOR DRIVE,Los Angeles,33.8504,-118.395,,D,Power Plants
62,1001450,110014322170.0,AES Redondo Beach,REDONDO BEACH,CA,221112,2019,D,Power Plants,6,Electricity Generator,"Tier4, Alt-P75 or P75",,51507.0,24.0,29.8,0.0,REDONDO BEACH,90277,1100 N HARBOR DRIVE,Los Angeles,33.8504,-118.395,,D,Power Plants
63,1001450,110014322170.0,AES Redondo Beach,REDONDO BEACH,CA,221112,2019,D,Power Plants,7,Electricity Generator,"Tier4, Alt-P75 or P75",,29844.9,13.75,17.88,0.0,REDONDO BEACH,90277,1100 N HARBOR DRIVE,Los Angeles,33.8504,-118.395,,D,Power Plants
64,1001450,110014322170.0,AES Redondo Beach,REDONDO BEACH,CA,221112,2019,D,Power Plants,8,Electricity Generator,"Tier4, Alt-P75 or P75",,53218.4,24.75,29.8,0.0,REDONDO BEACH,90277,1100 N HARBOR DRIVE,Los Angeles,33.8504,-118.395,,D,Power Plants
65,1000423,110028012237.0,Agua Mansa Power,COLTON,CA,221112,2019,D,Power Plants,AMP-1,Electricity Generator,"Tier4, Alt-P75 or P75",,2449.2,1.0,0.0,0.0,COLTON,92324,2040 AGUA MANSA ROAD,San Bernardino,34.0414,-117.3603,,D,Power Plants
66,1005044,110043805790.0,"Algonquin Power Sanger, LLC",Sanger,CA,221112,2019,"C,D",Power Plants,8,Electricity Generator,"Tier4, Alt-P75 or P75",,27929.8,13.0,14.9,0.0,Sanger,93657,1125 Muscat Avenue,FRESNO COUNTY,36.68508,-119.55227,,"C,D",Power Plants
67,1005044,110043805790.0,"Algonquin Power Sanger, LLC",Sanger,CA,221112,2019,"C,D",Power Plants,Diesel-Fired IC Engine,RICE (Reciprocating internal combustion engine),Tier1/2/3,0.53,0.7,0.0,0.0,0.0,Sanger,93657,1125 Muscat Avenue,FRESNO COUNTY,36.68508,-119.55227,,"C,D",Power Plants
68,1005044,110043805790.0,"Algonquin Power Sanger, LLC",Sanger,CA,221112,2019,"C,D",Power Plants,NG Boilers,"OB (Boiler, other)",Tier1/2/3,26.8,5.9,0.0,0.0,0.0,Sanger,93657,1125 Muscat Avenue,FRESNO COUNTY,36.68508,-119.55227,,"C,D",Power Plants
69,1007315,110021087517.0,Almond Power Plant,MODESTO,CA,221112,2019,D,Power Plants,1,Electricity Generator,"Tier4, Alt-P75 or P75",,39579.2,18.5,20.86,0.0,MODESTO,95358,4500 CROWS LANDING ROAD,Stanislaus,37.5739,-120.9854,,D,Power Plants
70,1007315,110021087517.0,Almond Power Plant,MODESTO,CA,221112,2019,D,Power Plants,2,Electricity Generator,"Tier4, Alt-P75 or P75",,16733.3,7.75,8.94,0.0,MODESTO,95358,4500 CROWS LANDING ROAD,Stanislaus,37.5739,-120.9854,,D,Power Plants
71,1007315,110021087517.0,Almond Power Plant,MODESTO,CA,221112,2019,D,Power Plants,3,Electricity Generator,"Tier4, Alt-P75 or P75",,48310.4,22.5,26.82,0.0,MODESTO,95358,4500 CROWS LANDING ROAD,Stanislaus,37.5739,-120.9854,,D,Power Plants
72,1007315,110021087517.0,Almond Power Plant,MODESTO,CA,221112,2019,D,Power Plants,4,Electricity Generator,"Tier4, Alt-P75 or P75",,56043.6,26.0,32.78,0.0,MODESTO,95358,4500 CROWS LANDING ROAD,Stanislaus,37.5739,-120.9854,,D,Power Plants
73,1003689,110016746048.0,Alon Bakersfield Refining,Bakersfield,CA,324110,2019,C,Petroleum and Natural Gas Systems,GP- Flares,OCS (Other combustion source),Tier1/2/3,50.0,4097.7,2.0,2.384,0.0,Bakersfield,93308,6451 Rosedale Highway,KERN COUNTY,35.3825,-119.070556,,C,Petroleum and Natural Gas Systems
74,1003689,110016746048.0,Alon Bakersfield Refining,Bakersfield,CA,324110,2019,C,Petroleum and Natural Gas Systems,GP-Area 2 Boilers,OCS (Other combustion source),Tier1/2/3,92.0,12646.6,6.0,7.152,0.0,Bakersfield,93308,6451 Rosedale Highway,KERN COUNTY,35.3825,-119.070556,,C,Petroleum and Natural Gas Systems
75,1003689,110016746048.0,Alon Bakersfield Refining,Bakersfield,CA,324110,2019,C,Petroleum and Natural Gas Systems,GP-Boiler and Heater Pilots,OCS (Other combustion source),Tier1/2/3,2.0,48.1,0.0,0.0,0.0,Bakersfield,93308,6451 Rosedale Highway,KERN COUNTY,35.3825,-119.070556,,C,Petroleum and Natural Gas Systems
76,1003689,110016746048.0,Alon Bakersfield Refining,Bakersfield,CA,324110,2019,C,Petroleum and Natural Gas Systems,GP-Flare Pilots,OCS (Other combustion source),Tier1/2/3,5.0,159.5,0.0,0.0,0.0,Bakersfield,93308,6451 Rosedale Highway,KERN COUNTY,35.3825,-119.070556,,C,Petroleum and Natural Gas Systems
77,1003689,110016746048.0,Alon Bakersfield Refining,Bakersfield,CA,324110,2019,C,Petroleum and Natural Gas Systems,GP-NG Office Uses,OCS (Other combustion source),Tier1/2/3,1.0,65.4,0.0,0.0,0.0,Bakersfield,93308,6451 Rosedale Highway,KERN COUNTY,35.3825,-119.070556,,C,Petroleum and Natural Gas Systems
78,1003689,110016746048.0,Alon Bakersfield Refining,Bakersfield,CA,324110,2019,C,Petroleum and Natural Gas Systems,SVE TO,RTO (Regenerative thermal oxidizer),Tier1/2/3,4.0,53.2,0.0,0.0,0.0,Bakersfield,93308,6451 Rosedale Highway,KERN COUNTY,35.3825,-119.070556,,C,Petroleum and Natural Gas Systems
79,1001625,110000508086.0,AltaGas Ripon Energy Inc.,Ripon,CA,221112,2019,C,Power Plants,GT1,"SCCT (CT (Turbine, simple cycle combustion))",Tier1/2/3,470.0,2963.3,1.5,1.788,0.0,Ripon,95366,944 South Stockton Ave.,SAN JOAQUIN COUNTY,37.7313,-121.1161,,C,Power Plants
80,1007699,110043804381.0,Altamont Landfill & Resource Recovery Facility,Livermore,CA,562212,2019,"C,HH",Waste,Turbine 1,"SCCT (CT (Turbine, simple cycle combustion))",Tier1/2/3,43.0,0.0,29.75,69.732,19303.9,Livermore,94551,10840 Altamont Pass Road,ALAMEDA COUNTY,37.753333,-121.648611,,"C,HH",Waste
81,1007699,110043804381.0,Altamont Landfill & Resource Recovery Facility,Livermore,CA,562212,2019,"C,HH",Waste,Turbine 2,"SCCT (CT (Turbine, simple cycle combustion))",Tier1/2/3,43.0,0.0,28.5,67.05,18614.9,Livermore,94551,10840 Altamont Pass Road,ALAMEDA COUNTY,37.753333,-121.648611,,"C,HH",Waste
82,1004417,110043798156.0,AMERICAN AVENUE LANDFILL,KERMAN,CA,562212,2019,"C,HH",Waste,CP-Comfort Heating,OCS (Other combustion source),Tier1/2/3,0.05,10.6,0.0,0.0,0.0,KERMAN,93630,18950 W AMERICAN AVENUE,FRESNO COUNTY,36.6659,-120.1382,,"C,HH",Waste
